Name,Age,#days,Lev,Tm,G,GS,W,L,SV,IP,H,R,ER,BB,SO,HR,HBP,ERA,AB,2B,3B,IBB,GDP,SF,SB,CS,PO,BF,Pit,Str,StL,StS,GB/FB,LD,PU,WHIP,BAbip,SO9,SO/W,mlbID
Ben Lively,31,971,Maj-NL,Cincinnati,19,12,4.0,7.0,,88.2,96,53,53,25,79,20,3,5.38,355,14,2,0,6,0,7,0,0,383,1383,0.64,0.19,0.08,0.39,0.29,0.06,1.365,0.297,8.0,3.16,594902
Mauricio Llovera,27,971,"Maj-AL,Maj-NL","Boston,San Francisco",30,0,2.0,3.0,,35.0,36,25,19,15,29,3,4,4.89,139,7,0,3,3,2,8,0,0,160,621,0.65,0.22,0.07,0.49,0.23,0.07,1.457,0.303,7.5,1.93,661440
Jonathan Loaisiga,28,992,Maj-AL,New York,17,0,,2.0,,17.2,14,7,6,1,6,2,2,3.06,64,1,0,1,1,2,1,0,0,69,236,0.69,0.15,0.08,0.55,0.15,0.05,0.849,0.207,3.1,6.0,642528
Nick Lodolo,25,1118,Maj-NL,Cincinnati,7,7,2.0,1.0,,34.1,50,24,24,10,47,10,7,6.29,147,7,1,1,4,1,1,2,1,166,647,0.65,0.18,0.13,0.47,0.24,0.03,1.748,0.44,12.3,4.7,666157
Zach Logue,27,1036,Maj-AL,Detroit,3,0,,,,11.0,13,9,9,2,10,3,0,7.36,47,2,0,0,0,0,1,0,0,49,173,0.72,0.12,0.09,0.46,0.27,0.05,1.364,0.294,8.2,5.0,656657
Sam Long,27,996,Maj-AL,Oakland,40,1,,1.0,2.0,45.0,49,29,28,21,32,5,1,5.6,174,12,0,3,5,2,0,2,2,199,776,0.64,0.16,0.08,0.43,0.22,0.08,1.556,0.317,6.4,1.52,669674
Jacob Lopez,25,970,Maj-AL,Tampa Bay,4,1,1.0,,1.0,12.1,14,7,6,2,8,0,2,4.38,50,4,1,0,1,0,0,0,0,54,193,0.65,0.15,0.11,0.36,0.4,0.02,1.297,0.333,5.8,4.0,682052
Jorge L\xc3\xb3pez,30,972,"Maj-AL,Maj-NL","Baltimore,Miami,Minnesota",61,0,6.0,2.0,3.0,59.0,67,42,39,22,49,12,8,5.95,231,15,0,3,5,4,7,1,0,266,967,0.65,0.18,0.1,0.47,0.28,0.06,1.508,0.316,7.5,2.23,605347
Jos\xc3\xa9 Lopez,24,1083,Maj-AL,Tampa Bay,1,0,,,,2.0,3,1,1,1,2,0,0,4.5,9,1,0,0,0,0,0,0,0,10,51,0.49,0.1,0.08,0.29,0.43,0.0,2.0,0.429,9.0,2.0,673111
Nicky Lopez,28,984,Maj-NL,Atlanta,2,0,,,,2.1,4,2,2,2,0,1,0,7.71,11,0,0,0,0,0,0,0,0,13,42,0.57,0.19,0.02,0.36,0.18,0.09,2.571,0.3,0.0,0.0,670032
Pablo L\xc3\xb3pez,27,963,Maj-AL,Minnesota,34,34,13.0,8.0,,206.2,187,82,80,51,244,24,10,3.48,786,27,5,1,11,4,8,3,2,853,3224,0.67,0.16,0.14,0.44,0.22,0.07,1.152,0.312,10.6,4.78,641154
Reynaldo L\xc3\xb3pez,29,972,Maj-AL,"Chicago,Cleveland,Los Angeles",68,0,3.0,7.0,6.0,66.0,50,25,24,34,83,8,1,3.27,241,5,1,2,2,1,7,1,0,278,1203,0.64,0.13,0.14,0.4,0.21,0.08,1.273,0.278,11.3,2.44,625643
Michael Lorenzen,31,948,"Maj-AL,Maj-NL","Detroit,Philadelphia",31,25,9.0,9.0,1.0,155.2,140,76,71,49,112,20,2,4.1,576,26,1,0,20,4,3,3,2,635,2405,0.66,0.16,0.09,0.42,0.23,0.05,1.214,0.268,6.5,2.29,547179
Aaron Loup,35,982,Maj-AL,Los Angeles,55,0,2.0,3.0,1.0,48.2,65,37,33,20,45,6,2,6.1,208,13,0,4,1,1,4,1,0,231,840,0.69,0.18,0.1,0.48,0.26,0.05,1.747,0.373,8.3,2.25,571901
Richard Lovelady,27,1055,Maj-AL,Oakland,27,0,,3.0,,23.1,15,13,12,10,24,3,3,4.63,80,6,0,0,2,3,3,1,0,96,378,0.65,0.2,0.1,0.47,0.14,0.08,1.071,0.214,9.3,2.4,663992
Easton Lucas,26,980,Maj-AL,Oakland,6,0,,,,6.2,10,6,6,4,7,1,0,8.1,31,4,0,1,0,0,1,0,0,35,148,0.6,0.13,0.1,0.38,0.38,0.08,2.1,0.391,9.5,1.75,687922
Joey Lucchesi,30,974,Maj-NL,New York,9,9,4.0,,,46.2,44,17,15,17,32,4,2,2.89,175,13,0,0,7,0,3,0,0,195,696,0.62,0.18,0.07,0.48,0.22,0.08,1.307,0.288,6.2,1.88,664192
Lucas Luetge,36,983,Maj-NL,Atlanta,12,0,1.0,,,13.2,17,11,11,7,14,2,1,7.24,56,1,0,0,1,1,2,0,0,65,287,0.62,0.14,0.1,0.42,0.28,0.07,1.756,0.366,9.2,2.0,476595
Seth Lugo,33,975,Maj-NL,San Diego,26,26,8.0,7.0,,146.1,140,62,58,36,140,19,3,3.57,563,29,3,0,12,2,6,1,1,604,2378,0.65,0.19,0.09,0.45,0.26,0.04,1.203,0.298,8.6,3.89,607625
Jordan Luplow,29,970,Maj-AL,Minnesota,2,0,,1.0,,1.1,1,3,2,0,0,1,1,13.5,5,0,0,0,0,0,1,0,0,6,15,0.6,0.13,0.0,0.2,0.2,0.0,0.75,0.0,0.0,,656669
Jes\xc3\xbas Luzardo,25,968,Maj-NL,Miami,33,33,10.0,11.0,,182.2,170,82,74,55,213,22,6,3.65,696,46,3,1,18,2,11,4,5,760,3079,0.64,0.16,0.14,0.41,0.22,0.09,1.232,0.32,10.5,3.87,666200
Jordan Lyles,32,972,Maj-AL,Kansas City,31,31,6.0,17.0,,177.2,176,130,124,45,120,39,6,6.28,689,48,2,0,13,5,9,2,1,748,2818,0.63,0.15,0.09,0.34,0.23,0.1,1.244,0.256,6.1,2.67,543475
Daniel Lynch IV,26,1045,Maj-AL,Kansas City,9,9,3.0,4.0,,52.1,50,29,27,16,34,9,1,4.64,204,8,1,0,1,2,9,1,1,223,808,0.63,0.14,0.11,0.4,0.17,0.11,1.261,0.252,5.8,2.13,663738
Lance Lynn,36,960,"Maj-AL,Maj-NL","Chicago,Los Angeles",33,33,13.0,12.0,,186.1,195,131,121,67,192,48,9,5.84,743,26,3,1,13,2,7,3,0,822,3217,0.64,0.14,0.13,0.36,0.24,0.09,1.406,0.291,9.3,2.87,458681
Andr\xc3\xa9s Machado,30,971,Maj-NL,Washington,44,0,4.0,1.0,,50.0,53,29,29,13,43,12,1,5.22,188,9,0,2,8,2,11,0,0,207,775,0.65,0.15,0.11,0.44,0.24,0.03,1.32,0.304,7.7,3.31,600921
Bligh Madris,27,1056,Maj-AL,Houston,1,0,,,,1.0,1,1,1,1,0,1,0,9.0,3,0,0,0,1,0,0,0,0,4,11,0.36,0.0,0.0,0.33,0.0,0.0,2.0,0.0,0.0,0.0,676632
Kenta Maeda,35,961,Maj-AL,Minnesota,23,20,6.0,8.0,,108.1,100,53,52,31,121,17,3,4.32,411,22,1,0,10,3,13,1,1,448,1769,0.64,0.16,0.13,0.34,0.27,0.06,1.209,0.301,10.1,3.9,628317
Tyler Mahle,28,1127,Maj-AL,Minnesota,5,5,1.0,2.0,,25.2,22,11,9,5,28,5,0,3.16,97,4,0,0,2,0,2,1,0,102,422,0.64,0.18,0.1,0.38,0.26,0.12,1.052,0.266,9.8,5.6,641816
Luke Maile,32,1030,Maj-NL,Cincinnati,4,0,,,,4.1,12,8,8,0,0,4,0,16.62,24,3,0,0,0,1,0,0,0,25,80,0.65,0.1,0.06,0.08,0.4,0.08,2.769,0.381,0.0,,571912
Mart\xc3\xadn Maldonado,36,1008,Maj-AL,Houston,1,0,,,,1.0,5,4,4,1,0,1,1,36.0,7,2,0,0,0,1,0,0,0,10,30,0.47,0.07,0.0,0.13,0.5,0.0,6.0,0.571,0.0,0.0,455117
Sean Manaea,31,974,Maj-NL,San Francisco,37,10,7.0,6.0,1.0,117.2,104,68,58,42,128,14,8,4.44,444,19,5,0,12,5,8,2,1,499,2052,0.66,0.16,0.11,0.42,0.26,0.07,1.241,0.293,9.8,3.05,640455
Matt Manning,25,995,Maj-AL,Detroit,15,15,5.0,4.0,,78.0,60,37,31,21,50,11,5,3.58,283,9,2,0,4,5,0,2,4,316,1179,0.66,0.19,0.08,0.38,0.21,0.1,1.038,0.216,5.8,2.38,666159
Alek Manoah,25,1022,Maj-AL,Toronto,19,19,3.0,9.0,,87.1,93,61,57,59,79,15,9,5.87,346,17,2,1,7,1,15,2,2,415,1689,0.61,0.15,0.09,0.39,0.24,0.08,1.74,0.308,8.1,1.34,666201
Joe Mantiply,32,940,Maj-NL,Arizona,44,5,4.0,3.0,,46.2,41,27,24,13,34,4,0,4.63,177,13,2,2,4,0,4,1,1,190,692,0.67,0.16,0.11,0.54,0.18,0.03,1.157,0.266,6.6,2.62,573009
Ron Marinaccio,27,992,Maj-AL,New York,45,0,4.0,5.0,2.0,47.1,35,24,21,27,56,6,7,3.99,168,7,0,0,2,1,12,2,2,205,897,0.61,0.14,0.11,0.39,0.23,0.06,1.31,0.271,10.6,2.07,676760
Michael Mariot,34,997,Maj-NL,Cincinnati,1,0,,,,2.2,4,1,1,1,2,1,0,3.38,12,1,0,0,0,0,0,0,0,13,41,0.59,0.2,0.1,0.3,0.3,0.0,1.875,0.333,6.8,2.0,592527
Germ\xc3\xa1n M\xc3\xa1rquez,28,1128,Maj-NL,Colorado,4,4,2.0,2.0,,20.0,19,11,11,3,17,4,0,4.95,74,6,1,0,3,1,0,2,0,80,301,0.64,0.14,0.11,0.52,0.26,0.03,1.1,0.278,7.7,5.67,608566
Alec Marsh,25,971,Maj-AL,Kansas City,17,8,3.0,9.0,,74.1,77,50,47,39,85,16,9,5.69,290,17,5,0,5,1,11,1,3,342,1342,0.62,0.16,0.12,0.36,0.27,0.04,1.561,0.321,10.3,2.18,679525
Jos\xc3\xa9 Marte,27,975,Maj-AL,Los Angeles,10,0,,,,9.1,14,10,9,7,7,3,0,8.68,39,3,0,0,2,2,3,0,0,48,173,0.57,0.14,0.08,0.38,0.24,0.03,2.25,0.355,6.8,1.0,665896
Yunior Marte,28,982,Maj-NL,Philadelphia,40,0,1.0,1.0,2.0,39.1,47,27,22,17,38,6,1,5.03,163,8,1,0,3,1,3,0,0,182,700,0.64,0.16,0.11,0.5,0.21,0.08,1.627,0.342,8.7,2.24,628708
Chris Martin,37,979,Maj-AL,Boston,55,0,4.0,1.0,3.0,51.1,45,6,6,8,46,2,0,1.05,190,6,0,3,4,1,4,0,1,199,722,0.75,0.16,0.12,0.5,0.3,0.04,1.032,0.301,8.1,5.75,455119
Adri\xc3\xa1n Martinez,26,972,Maj-AL,Oakland,22,1,,2.0,,55.0,59,31,29,19,47,8,5,4.75,212,8,2,0,3,5,9,3,0,241,943,0.6,0.15,0.1,0.38,0.31,0.06,1.418,0.315,7.7,2.47,661309
Justin Martinez,21,970,Maj-NL,Arizona,10,0,,,1.0,10.0,13,14,13,11,14,2,2,11.7,44,2,1,1,0,0,0,0,1,57,236,0.56,0.16,0.13,0.47,0.17,0.03,2.4,0.393,12.6,1.27,679885
Nick Martinez,32,972,Maj-NL,San Diego,63,9,6.0,4.0,1.0,110.1,99,45,42,40,106,12,3,3.43,413,11,0,1,8,1,12,1,1,461,1751,0.65,0.18,0.13,0.54,0.2,0.05,1.26,0.294,8.6,2.65,607259
Seth Martinez,28,1009,Maj-AL,Houston,35,0,2.0,3.0,1.0,43.0,45,29,25,19,45,5,6,5.23,170,12,1,2,2,0,4,1,0,195,765,0.63,0.17,0.11,0.39,0.29,0.08,1.488,0.333,9.4,2.37,661527
Miles Mastrobuoni,27,1110,Maj-NL,Chicago,1,0,,,,0.1,4,4,4,0,0,1,0,108.0,5,1,0,0,0,0,0,0,0,5,17,0.59,0.18,0.0,0.2,0.6,0.0,12.0,0.75,0.0,,670156
Phil Maton,30,948,Maj-AL,Houston,74,0,4.0,3.0,1.0,72.0,50,27,22,26,81,6,9,2.75,256,12,0,2,5,2,4,1,0,294,1113,0.65,0.14,0.15,0.45,0.22,0.07,1.056,0.257,10.1,3.12,664208
Steven Matz,32,1020,Maj-NL,St. Louis,25,17,4.0,7.0,,105.0,108,48,45,32,98,11,3,3.86,410,23,1,0,8,2,13,1,1,449,1866,0.65,0.17,0.11,0.46,0.24,0.06,1.333,0.32,8.4,3.06,571927
Dustin May,25,1107,Maj-NL,Los Angeles,9,9,4.0,1.0,,48.0,29,14,14,16,34,1,2,2.63,168,10,0,0,3,1,4,1,0,187,736,0.64,0.17,0.06,0.44,0.24,0.04,0.938,0.209,6.4,2.13,669160
Trevor May,33,971,Maj-AL,Oakland,49,0,4.0,4.0,21.0,46.2,35,21,17,29,40,4,3,3.28,168,6,1,5,2,2,6,2,1,205,778,0.62,0.18,0.1,0.32,0.27,0.16,1.371,0.246,7.7,1.38,543507
Mike Mayers,31,1076,Maj-AL,Kansas City,6,2,1.0,2.0,,26.1,34,19,18,10,17,4,0,6.15,108,5,1,0,4,1,0,1,0,119,455,0.63,0.16,0.08,0.45,0.23,0.05,1.671,0.341,5.8,1.7,594577
Tim Mayza,31,968,Maj-AL,Toronto,70,0,3.0,1.0,1.0,53.2,51,10,9,15,53,2,0,1.51,201,12,0,3,7,1,3,1,0,217,814,0.63,0.2,0.09,0.59,0.23,0.02,1.23,0.333,8.9,3.53,641835
Zach McAllister,35,972,Maj-AL,New York,7,0,,,,5.1,9,7,6,2,5,2,1,10.13,26,3,0,0,1,0,1,0,0,29,123,0.68,0.12,0.09,0.33,0.29,0.1,2.063,0.368,8.4,2.5,502083
James McArthur,26,970,Maj-AL,Kansas City,18,2,1.0,,4.0,23.1,20,12,12,2,23,2,1,4.63,85,7,1,0,2,2,0,0,0,90,341,0.69,0.22,0.11,0.59,0.17,0.05,0.943,0.29,8.9,11.5,663704
James McCann,33,1017,Maj-AL,Baltimore,1,0,,,,1.0,2,0,0,0,0,0,0,0.0,5,1,0,0,0,0,0,0,0,5,14,0.64,0.29,0.0,0.8,0.2,0.0,2.0,0.4,0.0,,543510
Darren McCaughan,27,1011,Maj-AL,Seattle,3,0,,,,5.0,7,5,3,3,10,1,0,5.4,24,1,0,0,0,0,0,0,0,27,112,0.63,0.25,0.14,0.64,0.07,0.07,2.0,0.462,18.0,3.33,670766
Shane McClanahan,26,1030,Maj-AL,Tampa Bay,21,21,11.0,2.0,,115.0,95,42,42,41,121,15,0,3.29,428,20,3,0,9,0,7,1,0,469,1821,0.67,0.16,0.16,0.45,0.23,0.07,1.183,0.274,9.5,2.95,663556
T.J. McFarland,34,1054,Maj-NL,New York,3,0,,1.0,,1.2,4,2,1,1,2,0,1,5.4,9,1,0,0,0,0,0,0,0,11,51,0.57,0.12,0.16,0.63,0.25,0.13,3.0,0.571,10.8,2.0,519008
Easton McGee,25,1125,Maj-AL,Seattle,1,1,,,,6.2,1,0,0,1,2,0,0,0.0,21,1,0,0,0,0,0,0,0,22,64,0.7,0.16,0.08,0.47,0.21,0.05,0.3,0.053,2.7,2.0,668834
Scott McGough,33,987,Maj-NL,Arizona,63,1,2.0,7.0,9.0,70.1,60,40,37,30,86,14,2,4.73,266,15,0,2,3,3,1,1,0,301,1234,0.64,0.16,0.14,0.49,0.22,0.05,1.28,0.272,11.0,2.87,543518
Collin McHugh,36,996,Maj-NL,Atlanta,41,1,4.0,1.0,,58.2,70,34,28,22,47,5,4,4.3,239,10,0,1,5,0,3,1,0,268,1018,0.64,0.17,0.11,0.45,0.29,0.05,1.568,0.348,7.2,2.14,543521
Ryan McKenna,26,1098,Maj-AL,Baltimore,1,0,,,,1.0,4,2,2,0,0,0,0,18.0,6,1,0,0,1,0,0,0,0,6,18,0.61,0.28,0.0,0.67,0.17,0.0,4.0,0.667,0.0,,663630
Triston McKenzie,25,971,Maj-AL,Cleveland,4,4,,3.0,,16.0,12,9,9,13,16,1,0,5.06,60,4,1,0,0,0,6,0,0,73,300,0.59,0.14,0.1,0.34,0.2,0.11,1.563,0.256,9.0,1.23,663474
Zach McKinstry,28,1146,Maj-AL,Detroit,1,0,,,,1.0,3,2,2,0,0,1,0,18.0,6,1,0,0,0,0,0,0,0,6,22,0.68,0.27,0.0,0.5,0.17,0.17,3.0,0.4,0.0,,656716
John McMillon,25,1005,Maj-AL,Kansas City,4,0,,,,4.0,1,1,1,0,8,1,0,2.25,13,0,0,0,0,0,0,0,0,13,55,0.65,0.2,0.25,0.2,0.0,0.2,0.25,0.0,18.0,,669111
John Means,30,972,Maj-AL,Baltimore,4,4,1.0,2.0,,23.2,13,7,7,4,10,4,1,2.66,82,4,0,0,0,1,0,0,0,88,339,0.69,0.17,0.08,0.29,0.26,0.14,0.718,0.13,3.8,2.5,607644
Nick Mears,26,970,Maj-NL,Colorado,16,0,,1.0,,19.1,14,8,8,14,21,1,1,3.72,72,2,2,0,1,0,1,0,0,87,360,0.6,0.19,0.09,0.35,0.2,0.12,1.448,0.26,9.8,1.5,683232
Victor Mederos,22,1031,Maj-AL,Los Angeles,3,0,,,,3.0,5,3,3,3,3,0,1,9.0,12,0,0,0,1,1,0,0,0,17,66,0.61,0.26,0.05,0.6,0.2,0.0,2.667,0.5,9.0,1.0,682989
Luis Medina,24,973,Maj-AL,Oakland,23,17,3.0,10.0,,109.2,109,73,66,57,106,14,8,5.42,427,31,3,2,9,3,7,3,2,495,1945,0.61,0.15,0.11,0.44,0.27,0.06,1.514,0.306,8.7,1.86,665622
Trevor Megill,29,967,Maj-NL,Milwaukee,32,2,1.0,,,35.2,35,14,14,12,55,2,1,3.53,135,8,1,0,2,3,12,0,0,151,614,0.66,0.19,0.14,0.33,0.34,0.1,1.318,0.407,13.9,4.58,656730
Tylor Megill,27,971,Maj-NL,New York,25,25,9.0,8.0,,126.1,141,76,66,58,105,18,6,4.7,500,25,0,0,19,2,11,3,4,567,2235,0.6,0.15,0.09,0.44,0.24,0.05,1.575,0.325,7.5,1.81,656731
J.C. Mej\xc3\xada,26,1019,Maj-NL,Milwaukee,9,0,1.0,,,11.1,15,7,7,3,13,2,1,5.56,46,1,0,0,3,0,0,0,0,50,214,0.64,0.19,0.11,0.45,0.39,0.0,1.588,0.419,10.3,4.33,650496
Danny Mendick,29,1020,Maj-NL,New York,2,0,,,,2.0,9,8,8,0,0,2,0,36.0,15,3,0,0,0,0,0,0,0,15,38,0.76,0.03,0.03,0.07,0.4,0.2,4.5,0.538,0.0,,664901
Julian Merryweather,31,972,Maj-NL,Chicago,69,0,5.0,1.0,2.0,72.0,58,28,27,36,98,8,1,3.38,265,6,0,0,4,1,6,4,0,303,1229,0.64,0.17,0.15,0.42,0.22,0.07,1.306,0.313,12.3,2.72,657240
Keynan Middleton,29,972,Maj-AL,"Chicago,New York",51,0,2.0,2.0,2.0,50.2,40,20,19,23,64,8,1,3.38,187,4,0,0,3,0,4,2,1,212,856,0.66,0.14,0.17,0.56,0.17,0.03,1.243,0.278,11.4,2.78,641871
Miles Mikolas,34,970,Maj-NL,St. Louis,35,35,9.0,13.0,,201.1,226,110,107,39,137,26,8,4.78,802,50,5,0,14,8,12,5,1,860,3197,0.67,0.18,0.07,0.39,0.27,0.07,1.316,0.309,6.1,3.51,571945
Wade Miley,36,974,Maj-NL,Milwaukee,23,23,9.0,4.0,,120.1,99,44,42,38,79,16,3,3.14,443,22,1,0,14,3,2,3,4,490,1873,0.63,0.18,0.08,0.47,0.19,0.08,1.139,0.236,5.9,2.08,489119
Bobby Miller,24,962,Maj-NL,Los Angeles,23,23,11.0,5.0,,126.0,109,56,55,34,120,12,6,3.93,471,22,3,0,9,4,15,1,1,516,2013,0.65,0.17,0.11,0.47,0.24,0.05,1.135,0.283,8.6,3.53,676272
Brad Miller,33,1041,Maj-AL,Texas,1,0,,,,2.0,2,3,3,2,0,1,0,13.5,6,0,0,0,1,1,0,0,0,9,39,0.51,0.15,0.03,0.43,0.14,0.14,2.0,0.167,0.0,0.0,543543
Bryce Miller,24,974,Maj-AL,Seattle,25,25,8.0,7.0,,131.1,124,64,63,26,119,18,7,4.32,501,36,0,0,9,2,6,4,2,537,2095,0.67,0.15,0.11,0.35,0.28,0.08,1.142,0.29,8.2,4.58,682243
Mason Miller,24,970,Maj-AL,Oakland,10,6,,3.0,,33.1,24,15,14,16,38,2,3,3.78,118,4,1,0,1,2,1,2,0,139,609,0.61,0.14,0.11,0.26,0.26,0.15,1.2,0.275,10.3,2.38,695243
Shelby Miller,32,964,Maj-NL,Los Angeles,37,1,3.0,,1.0,44.0,20,8,8,19,45,3,2,1.64,148,6,0,2,1,0,8,1,1,170,690,0.62,0.19,0.1,0.39,0.21,0.12,0.886,0.17,9.2,2.37,571946
Tyson Miller,27,1003,Maj-NL,"Los Angeles,Milwaukee,New York",10,0,1.0,,,15.1,13,8,8,6,10,2,1,4.7,56,3,0,0,1,1,0,0,0,64,224,0.62,0.16,0.1,0.21,0.36,0.13,1.239,0.244,5.9,1.67,668338
Alec Mills,31,1062,Maj-NL,Cincinnati,1,0,,,,1.0,4,5,2,1,0,1,1,18.0,8,0,1,0,0,0,0,0,0,10,40,0.58,0.13,0.1,0.75,0.0,0.13,5.0,0.429,0.0,0.0,621219
Hoby Milner,32,967,Maj-NL,Milwaukee,75,0,2.0,1.0,,66.2,51,16,13,13,61,5,2,1.76,243,9,1,0,8,2,0,1,0,260,1054,0.65,0.22,0.08,0.5,0.22,0.07,0.96,0.257,8.2,4.69,571948
Tommy Milone,36,1058,Maj-AL,Seattle,2,2,,1.0,,9.0,7,3,2,6,3,1,0,2.0,33,0,0,0,1,1,0,0,0,40,163,0.63,0.15,0.07,0.35,0.19,0.03,1.444,0.2,3.0,0.5,543548
A.J. Minter,29,959,Maj-NL,Atlanta,73,0,4.0,6.0,10.0,67.0,59,29,27,23,83,6,0,3.63,247,8,1,2,6,2,17,4,1,272,1102,0.65,0.15,0.14,0.36,0.27,0.1,1.224,0.331,11.1,3.61,621345
Anthony Misiewicz,28,986,"Maj-AL,Maj-NL","Arizona,Detroit,New York",11,0,2.0,,,11.0,17,11,9,6,8,2,0,7.36,48,3,2,0,1,1,0,0,0,55,240,0.61,0.17,0.08,0.29,0.32,0.07,2.091,0.385,6.5,1.33,664948
Carmen Mlodzinski,24,972,Maj-NL,Pittsburgh,35,1,3.0,3.0,1.0,36.0,28,14,9,18,34,3,1,2.25,131,4,0,1,1,2,3,1,0,152,617,0.62,0.17,0.08,0.47,0.25,0.08,1.278,0.26,8.5,1.89,669387
Sam Moll,31,971,"Maj-AL,Maj-NL","Cincinnati,Oakland",70,1,2.0,3.0,1.0,62.1,47,22,21,30,68,2,7,3.03,228,9,2,8,6,2,12,1,1,268,1026,0.64,0.2,0.09,0.52,0.19,0.06,1.235,0.281,9.8,2.27,594580
Frankie Montas,30,971,Maj-AL,New York,1,0,1.0,,,1.1,2,0,0,1,1,0,0,0.0,6,1,0,0,0,0,0,1,0,7,26,0.58,0.12,0.15,0.8,0.2,0.0,2.25,0.4,6.8,1.0,593423
Rafael Montero,32,949,Maj-AL,Houston,73,0,3.0,3.0,1.0,72.1,76,43,40,32,87,11,4,4.98,282,14,3,0,6,1,12,2,1,319,1346,0.62,0.13,0.13,0.41,0.26,0.06,1.493,0.351,10.8,2.72,606160
Jordan Montgomery,30,943,"Maj-AL,Maj-NL","St. Louis,Texas",38,37,13.0,12.0,,219.2,214,86,77,53,183,21,4,3.15,845,52,3,1,21,6,15,1,2,912,3378,0.64,0.16,0.11,0.44,0.27,0.07,1.215,0.298,7.5,3.45,656756
Matt Moore,34,971,"Maj-AL,Maj-NL","Cleveland,Los Angeles,Miami",50,0,5.0,1.0,,52.2,46,16,15,15,60,7,3,2.56,198,10,1,3,5,1,5,0,0,218,842,0.67,0.14,0.14,0.35,0.23,0.09,1.158,0.295,10.3,4.0,519043
McKinley Moore,24,1139,Maj-NL,Philadelphia,3,0,,,,3.1,5,7,7,5,2,1,2,18.9,14,3,0,0,1,0,0,0,0,21,86,0.53,0.17,0.09,0.42,0.33,0.08,3.0,0.364,5.4,0.4,686842
Jovani Mor\xc3\xa1n,26,1027,Maj-AL,Minnesota,43,0,2.0,2.0,,42.1,35,27,25,27,48,3,0,5.31,155,3,3,1,4,0,2,1,0,184,750,0.6,0.18,0.15,0.43,0.23,0.06,1.465,0.308,10.2,1.78,663558
Adri\xc3\xa1n Morej\xc3\xb3n,24,1048,Maj-NL,San Diego,8,1,,,,9.0,14,7,7,5,8,1,0,7.0,38,4,0,0,2,0,1,0,0,44,161,0.61,0.17,0.06,0.52,0.16,0.0,2.111,0.448,8.0,1.6,670970
Dauri Moreta,27,970,Maj-NL,Pittsburgh,55,0,5.0,2.0,1.0,58.0,39,26,24,24,76,4,3,3.72,209,16,1,1,3,3,6,0,0,239,963,0.63,0.19,0.14,0.4,0.24,0.11,1.086,0.265,11.8,3.17,664294
Eli Morgan,27,971,Maj-AL,Cleveland,61,0,5.0,2.0,1.0,67.1,73,37,30,24,75,9,1,4.01,273,11,1,1,1,1,11,2,0,299,1200,0.66,0.14,0.14,0.41,0.25,0.09,1.441,0.337,10.0,3.13,669212
Reyes Moronta,30,1100,Maj-AL,Los Angeles,2,0,,,,1.1,4,1,1,3,2,1,0,6.75,8,0,0,0,0,0,0,0,0,11,48,0.58,0.19,0.15,0.17,0.5,0.17,5.25,0.6,13.5,0.67,606625
Cody Morris,26,1002,Maj-AL,Cleveland,6,0,,,,8.0,10,6,6,6,9,3,0,6.75,32,4,0,0,1,0,1,1,0,38,165,0.59,0.14,0.1,0.43,0.17,0.04,2.0,0.35,10.1,1.5,663752
Charlie Morton,39,979,Maj-NL,Atlanta,30,30,14.0,12.0,,163.1,150,70,66,83,183,14,12,3.64,615,30,3,2,15,3,16,3,3,716,2847,0.61,0.18,0.13,0.44,0.26,0.05,1.427,0.323,10.1,2.2,450203
Zach Muckenhirn,28,1084,Maj-NL,New York,3,0,,,,6.0,11,4,4,2,3,0,1,6.0,27,4,0,0,1,1,0,0,0,31,95,0.62,0.13,0.09,0.4,0.32,0.08,2.167,0.44,4.5,1.5,669105
Kyle Muller,25,970,Maj-AL,Oakland,21,13,1.0,5.0,,77.0,112,65,65,39,56,16,3,7.6,324,22,1,1,6,4,10,3,4,372,1455,0.62,0.13,0.09,0.43,0.23,0.05,1.961,0.375,6.5,1.44,666205
Andr\xc3\xa9s Mu\xc3\xb1oz,24,971,Maj-AL,Seattle,52,0,4.0,7.0,13.0,49.0,40,20,16,22,67,2,5,2.94,184,10,0,3,3,0,8,2,0,211,836,0.65,0.17,0.19,0.59,0.25,0.03,1.265,0.33,12.3,3.05,662253
Penn Murfee,29,1082,Maj-AL,Seattle,16,0,1.0,2.0,,14.0,5,5,2,10,16,1,1,1.29,46,1,0,3,0,0,3,0,1,58,223,0.67,0.18,0.14,0.48,0.29,0.1,1.071,0.138,10.3,1.6,682171
Chris Murphy,25,974,Maj-AL,Boston,20,0,1.0,2.0,1.0,47.2,50,27,26,17,49,5,1,4.91,190,14,0,0,3,2,3,1,0,212,871,0.62,0.14,0.1,0.45,0.21,0.05,1.406,0.326,9.3,2.88,669684
Joe Musgrove,30,1035,Maj-NL,San Diego,17,17,10.0,3.0,,97.1,90,35,33,21,97,10,9,3.05,365,17,0,1,11,4,5,2,1,399,1550,0.67,0.17,0.11,0.46,0.24,0.06,1.14,0.305,9.0,4.62,605397
Parker Mushinski,27,989,Maj-AL,Houston,14,0,,,,14.2,19,9,9,4,15,5,4,5.52,61,4,0,0,2,0,1,0,0,69,255,0.65,0.17,0.1,0.51,0.17,0.02,1.568,0.341,9.2,3.75,656786
